Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.
ZZ.SV.000 - OCEANO PROFUNDO - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 51;46;0;10%;R$ 30
ZZ.SV.000 - CALCA DE SARJA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 51;41;0;10%;R$ 27
ZZ.SW.000 - PRAIA DO FAROL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 51;41;0;10%;R$ 30
34.01.002 - ECOPRIMER 1 LT;UNIDA;2;2;2;R$ 51;40;0;10%;R$ 23
ZZ.SV.000 - BRANCO CASAMENTO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 51;40;0;10%;R$ 27
ZZ.SW.000 - MESQUITA AZUL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 51;39;0;10%;R$ 29
ZZ.SV.000 - AVENTURINA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 51;33;0;10%;R$ 24
ZZ.SV.000 - PEQUI - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 51;31;0;10%;R$ 29
ZZ.SH.000 - COLUNATA PESSEGO - LANGUAGE OF COLORS - - DECORA SEDA AC;800ML;231;1;1;R$ 51;30;0;10%;R$ 27
ZZ.SV.000 - VERDE GALES - A2 - CORAL - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 51;23;0;10%;R$ 27
20.03.005 - ESMALTE LUKS BRILH VERDE COLONIAL 1/16;UNIDA;5;4;4;R$ 51;21;0;10%;R$ 27
ZZ.SV.000 - PAVILHAO ROSA - A2 - CORAL - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 51;21;0;10%;R$ 27
ZZ.SH.000 - CREME DE PITANGA - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 51;20;0;10%;R$ 28
ZZ.SV.000 - ROSA GIZ - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 51;19;0;10%;R$ 29
ZZ.SV.000 - SW 6420 - A2 - SHERWIN WILLIAMS - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 51;14;0;10%;R$ 27
ZZ.SW.000 - CALDA DE CEREJAS - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 51;14;0;10%;R$ 31
ZZ.SV.000 - CURRY - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 51;4;0;10%;R$ 27
ZZ.SW.000 - REFUGIO DE INVERNO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 51;3;0;10%;R$ 28
23.01.001 - ABRACADEIRA DE  NYLON 4;8 X 280 - NATURAL;UNIDA;7;7;69;R$ 51;0;0;10%
"23.03.007 - NIVEL 12"" 30CM 3 VISORES STAFER;UNIDA;5;3;3; R$ 51";0;0;10%;R$ 51;0; R$ -   ;0;0%;
ZZ.SV.000 - PEDRA ROSADA - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 51;0;0;10%;R$ 29
ZZ.SV.000 - FOLHA SECA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 50;97;0;10%;R$ 29
ZZ.SH.000 - AZUL FANTASMA* - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;800ML;231;1;1;R$ 50;92;0;10%;R$ 30
ZZ.SV.000 - CAPPUCCINO - C2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;92;0;10%;R$ 27
ZZ.SW.000 - ESTRATEGIA MILITAR - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 50;86;0;10%;R$ 29
ZZ.SV.000 - TUBARAO CINZA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;84;0;10%;R$ 25
ZZ.SV.000 - ROSA ACANHADO - A2 - CORAL - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 50;83;0;10%;R$ 26
07.01.024 - ESPATULA  ATLAS  6255 ACO CROMADO 3;8CM;UNIDA;25;4;4;R$ 50;80;0;10%
ZZ.SW.000 - VERVE VIOLET - W - SHERWIN - M-LTX ACR SB;QUART;1687;1;1;R$ 50;77;0;10%;R$ 28
ZZ.SW.000 - UVA EXUBERANTE - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;74;0;10%;R$ 26
ZZ.SW.000 - MARROM CAFE - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 50;70;0;10%;R$ 28
ZZ.SW.000 - VERDE ENVELHECIDO - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;69;0;10%;R$ 29
"33.05.015 - TRINCHA TIGRE 696 1""1/2;UNIDA;6;6;6; R$ 50";65;0;10%;R$ 56;34;-R$ 5;69;-1009;90%
ZZ.SV.000 - ASAS DE ANJO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;65;0;10%;R$ 32
ZZ.SV.000 - VELUDO AZUL - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;63;0;10%;R$ 25
ZZ.SW.000 - C-16YR 16/594 - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;63;0;10%;R$ 30
ZZ.SW.000 - AZUL PETAR - Z - SHERWIN - M-LTX ACR FS;QUART;1687;1;1;R$ 50;60;0;10%;R$ 62
ZZ.SV.000 - MACIOTA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;56;0;10%;R$ 32
ZZ.SW.000 - MESQUITA AZUL SW 6789 MET ESM ACETINADO - METALATEX ESMALTE;800ML;1687;1;1;R$ 50;55;0;10%;R$ 62
11.03.011 - SPRAY ARTE URBANA AMARELO CANARIO;UNIDA;2;2;3;R$ 50;50;0;10%;R$ 39
ZZ.SV.000 - PATATIVA - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;50;0;10%;R$ 27
ZZ.SV.000 - GRAO-DE-BICO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 50;49;0;10%;R$ 29
ZZ.SV.000 - CINZA ALPINO - A2 - CORAL - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 50;44;0;10%;R$ 26
ZZ.SH.000 - SORBET DE LIMAO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 50;40;0;10%;R$ 25
ZZ.SW.000 - LAMPADA MARROQUINA - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 50;40;0;10%;R$ 28
ZZ.SV.000 - MARACA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;39;0;10%;R$ 31
ZZ.SW.000 - BANHEIRA DE ESPUMA SW 9135 MET ACR FOSCO - METALATEX ACRILICO;800ML;1687;1;1;R$ 50;39;0;10%;R$ 62
ZZ.SH.000 - LAPIS PRETO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 50;36;0;10%;R$ 22
ZZ.SV.000 - FIORDE TROPICAL - A2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 50;35;0;10%;R$ 26
ZZ.SW.000 - GERANIO ROSA - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;33;0;10%;R$ 26
ZZ.SW.000 - CORUJA CINZA - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 50;27;0;10%;R$ 28
ZZ.SW.000 - LAVANDA SECA - Z - SHERWIN - M-LTX ACR FS;QUART;1687;1;1;R$ 50;27;0;10%;R$ 62
ZZ.SV.000 - ARGILA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;25;0;10%;R$ 25
ZZ.SV.000 - ESPUMA DO MAR - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;25;0;10%;R$ 28
ZZ.SV.000 - ESCONDERIJO - C2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 50;24;0;10%;R$ 51
ZZ.SW.000 - TIE-FOGO - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 50;23;0;10%;R$ 30
ZZ.SW.000 - IMPROMPTU - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 50;21;0;10%;R$ 28
ZZ.SH.000 - OPALA CLARO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 50;20;0;10%;R$ 25
ZZ.SH.000 - SALVIA DE VERAO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 50;20;0;10%;R$ 27
ZZ.SV.000 - CAMPINAS MADURAS - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;14;0;10%;R$ 29
ZZ.SV.000 - ROCK N ROLL - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 50;14;0;10%;R$ 26
ZZ.SV.000 - FERRUGEM - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;13;0;10%;R$ 24
ZZ.SV.000 - BALEIA-AZUL - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 50;12;0;10%;R$ 29
ZZ.SV.000 - CASA DE CAMPO - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;9;0;10%;R$ 24
ZZ.SW.000 - SOBRADO FRANCES - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;4;0;10%;R$ 28
31.11.030 - NOVA COR FSC E 1/4;UNIDA;2;2;2;R$ 50;0;0;10%;R$ 17
ZZ.SV.000 - PAPEL-CREPOM - A2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 49;98;0;10%;R$ 26
ZZ.SV.000 - CRISTA DA ONDA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;97;0;10%;R$ 27
ZZ.SV.000 - HEMATITA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 49;91;0;10%;R$ 25
12.03.008 - LATEX CORAL CORALAR GL;UNIDA;1;1;1;R$ 49;90;0;10%;R$ 32
ZZ.SW.000 - LAGO AZUL - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;89;0;10%;R$ 26
ZZ.SV.000 - BARCO A VELA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 49;85;0;10%;R$ 28
ZZ.SV.000 - CHUVA FINA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;82;0;10%;R$ 28
31.11.013 - METALATEX FSC W  1/4  0;800 ML;UNIDA;1;1;2;R$ 49;80;0;10%
ZZ.SH.000 - CANARIO LARANJA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 49;80;0;10%;R$ 27
ZZ.SW.000 - TORREY PINE 2384 MET ES E ACETINADO - MET ESMALTE ECO;800ML;1687;1;1;R$ 49;75;0;10%;R$ 59
ZZ.SV.000 - CREME BRULEE - B2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 49;68;0;10%;R$ 25
ZZ.SV.000 - DOCE DE FIGO - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;64;0;10%;R$ 31
ZZ.SV.000 - JARDIM VERTICAL - C2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;60;0;10%;R$ 32
ZZ.SW.000 - BANHO DE ESPUMA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 49;60;0;10%;R$ 27
ZZ.SW.000 - BOTTICELLI RED - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 49;60;0;10%;R$ 29
ZZ.SW.000 - PINHEIRO-DO-PARANA - VY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 49;52;0;10%;R$ 26
07.01.029 - FITA VEDA ROSCA ATLAS 18X50;UNIDA;6;6;6;R$ 49;50;0;10%;R$ 21
35.01.000 - DACAR TINTA ACRILICO FOSCO GL;3.6L;6;1;1;R$ 49;50;0;10%;R$ 26
ZZ.SH.000 - VERDE PASTO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 49;50;0;10%;R$ 27
ZZ.SV.000 - GELEIRAS ALPINAS - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;49;0;10%;R$ 28
ZZ.SV.000 - CINZA-ESPACIAL - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 49;45;0;10%;R$ 25
ZZ.SV.000 - CEVADA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;40;0;10%;R$ 28
ZZ.SV.000 - ROSA SECRETO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;39;0;10%;R$ 28
ZZ.SV.000 - IGARAPE - A2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;1;1;R$ 49;36;0;10%;R$ 49
ZZ.SW.000 - TANGO - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;36;0;10%;R$ 27
ZZ.SV.000 - R065 - C2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 49;32;0;10%;R$ 26
ZZ.SV.000 - FORMICA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;24;0;10%;R$ 49
ZZ.SV.000 - ALGODAO CINZENTO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;21;0;10%;R$ 28
ZZ.SV.000 - COSMOS - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 49;21;0;10%;R$ 26
ZZ.SV.000 - COPACABANA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;19;0;10%;R$ 28
ZZ.SV.000 - LASCAS DE MACADAMIA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;17;0;10%;R$ 28
ZZ.SV.000 - ERA DO GELO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;16;0;10%;R$ 28
ZZ.SV.000 - MIMO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;16;0;10%;R$ 28
ZZ.SV.000 - CANJICA COM CARAMELO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;15;0;10%;R$ 49
ZZ.SW.000 - AZUL DEL REI 0681 CLR MET ESM ACETINADO - COLOR METALATEX ESMA;800ML;1687;1;1;R$ 49;15;0;10%;R$ 63
ZZ.SW.000 - CINZA DORICO - XY - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;7;0;10%;R$ 25
ZZ.SW.000 - CABO-VERDE - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;6;0;10%;R$ 28
ZZ.SV.000 - TORRE DE PISA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 49;2;0;10%;R$ 24
ZZ.SW.000 - SONHO DE INFANCIA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 49;2;0;10%;R$ 24
ZZ.SV.000 - LIRIO DA PASCOA - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;1;0;10%;R$ 27
"33.05.007 - TRINCHA TIGRE 519 1/2"";UNIDA;17;9;11; R$ 49";0;0;10%;R$ 54;67;-R$ 5;67;-1037;10%
ZZ.SV.000 - BRANCO SERENO - A2 - READY MIX - FOSCO COMPLETO;800ML;1574;1;1;R$ 48;96;0;10%;R$ 27
ZZ.SW.000 - INDIGO - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 48;92;0;10%;R$ 25
ZZ.SW.000 - IMENSIDAO CINZA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;87;0;10%;R$ 27
ZZ.SV.000 - BRANCO TERRACO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 48;84;0;10%;R$ 27
ZZ.SW.000 - PLANETA VERDE - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;84;0;10%;R$ 27
ZZ.SV.000 - PRECIOSO MOMENTO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 48;83;0;10%;R$ 27
ZZ.SW.000 - TELA EM BRANCO - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;82;0;10%;R$ 24
ZZ.SV.000 - ESCONDERIJO SILENCIOSO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 48;80;0;10%;R$ 48
ZZ.SV.000 - PAPEL PICADO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 48;74;0;10%;R$ 26
ZZ.SV.000 - FASCINACAO VIOLETA - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 48;72;0;10%;R$ 27
ZZ.SV.000 - LIRIO-AMARELO - B2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 48;71;0;10%;R$ 28
ZZ.SW.000 - MEL DE LARANJEIRA - XY - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 48;71;0;10%;R$ 25
ZZ.SH.000 - VERDE REAL - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 48;70;0;10%;R$ 27
ZZ.SW.000 - ALCACHOFRA - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 48;68;0;10%;R$ 27
ZZ.SW.000 - CASTANHO SUAVE - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;67;0;10%;R$ 27
ZZ.SW.000 - AZUL MANTO SAGRADO - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 48;65;0;10%;R$ 26
ZZ.SH.000 - GELO CIDRA - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 48;60;0;10%;R$ 26
ZZ.SV.000 - CENOURA FRESCA - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 48;59;0;10%;R$ 27
ZZ.SV.000 - P159 - C2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 48;57;0;10%;R$ 27
ZZ.SV.000 - BILHETE DA SORTE - A2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 48;56;0;10%;R$ 24
ZZ.SW.000 - ORELHA DE ELEFANTE - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 48;55;0;10%;R$ 27
32.01.010 - FELTRO DE LA QUADRADO BEJE 4222;UNIDA;4;4;6;R$ 48;54;0;10%;R$ 23
ZZ.SW.000 - CRUZEIRO AZUL SW 7606 MET ACR FOSCO - METALATEX ACRILICO;800ML;1687;1;1;R$ 48;53;0;10%;R$ 62
ZZ.SW.000 - BOLO FUNCIONAL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;52;0;10%;R$ 28
ZZ.SV.000 - VELA AROMATIZADA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 48;36;0;10%;R$ 29
ZZ.SW.000 - CAMINHO AZUL - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 48;35;0;10%;R$ 26
ZZ.SV.000 - VERDE-OUSADIA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 48;33;0;10%;R$ 26
ZZ.SW.000 - TERRACOTA - VY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;33;0;10%;R$ 27
ZZ.SW.000 - ATMOSFERA DE MARTE - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 48;29;0;10%;R$ 26
ZZ.SW.000 - SALMAO SUAVE - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 48;28;0;10%;R$ 27
ZZ.SV.000 - VINHO TINTO - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 48;24;0;10%;R$ 26
ZZ.SW.000 - BORGONHA - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 48;16;0;10%;R$ 28
ZZ.SV.000 - CALCADAO DE PRAIA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 48;15;0;10%;R$ 25
ZZ.SW.000 - COUVE-VERDE - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 48;15;0;10%;R$ 27
ZZ.SW.000 - PRIMER P1 - F - SHERWIN - NOVACOR ACR FS;QUART;1687;1;2;R$ 48;14;0;10%;R$ 100
ZZ.SV.000 - LHAMA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 48;7;0;10%;R$ 29
07.04.003 - FITA ZEBRADA 150M;UNIDA;5;2;2;R$ 48;0;0;10%;R$ 14
16.03.027 - LIXA MASSA  100;UNIDA;283;6;48;R$ 48;0;0;10%;R$ 22
17.01.003 - PLASTICO BOLHA 10 M;UNIDA;4;4;4;R$ 48;0;0;10%;R$ 18
25.09.013 - FITA VEDA ROSCA 18X50 NORTON;UNIDA;7;7;7;R$ 48;0;0;10%;R$ 30
ZZ.SW.000 - BOM HUMOR SW 6584 MET ACR FOSCO - METALATEX ACRILICO;800ML;1687;1;1;R$ 47;99;0;10%;R$ 61
ZZ.SW.000 - SARAPATEU - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 47;97;0;10%;R$ 27
ZZ.SH.000 - NOTURNO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 47;90;0;10%;R$ 26
ZZ.SV.000 - MUSGO ENEVOADO - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 47;85;0;10%;R$ 27
ZZ.SV.000 - BODAS DE PRATA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 47;81;0;10%;R$ 27
ZZ.SV.000 - BALA DE CARAMELO - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 47;78;0;10%;R$ 27
ZZ.SW.000 - PINGADO - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 47;77;0;10%;R$ 26
ZZ.SW.000 - VINHO CLASSICO - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 47;75;0;10%;R$ 28
ZZ.SW.000 - CALDA DE AMORAS - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 47;73;0;10%;R$ 28
31.02.018 - XADREZ PO VERMELHO 250GR;UNIDA;3;3;3;R$ 47;70;0;10%;R$ 18
ZZ.SW.000 - QUINTA DAS OLIVEIRAS - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 47;66;0;10%;R$ 27
ZZ.SH.000 - AMANHECER NA PRAIA - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;800ML;231;1;1;R$ 47;60;0;10%;R$ 24
ZZ.SV.000 - JASPE - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 47;60;0;10%;R$ 26
ZZ.SV.000 - GELATINA DE TUTTI FRUTTI - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 47;59;0;10%;R$ 24
ZZ.SW.000 - MARROM - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 47;57;0;10%;R$ 26
ZZ.SV.000 - QUERO-QUERO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 47;40;0;10%;R$ 24
ZZ.SW.000 - PERFUME DE AMBAR - Z - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 47;32;0;10%;R$ 27
ZZ.SV.000 - BEIJO DE CHOCOLATE - C2 - CORAL - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 47;27;0;10%;R$ 27
ZZ.SH.000 - ASTECA (LEQUE) - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 47;20;0;10%;R$ 26
ZZ.SV.000 - AZUL PROFUNDO - B2 - READY MIX - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 47;19;0;10%;R$ 27
ZZ.SV.000 - TERRA EXOTICA - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 47;15;0;10%;R$ 27
ZZ.SW.000 - LOBO SELVAGEM - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 47;10;0;10%;R$ 26
ZZ.SV.000 - CASCALHO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 47;3;0;10%;R$ 23
ZZ.SW.000 - AZUL SENTIMENTAL - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 47;2;0;10%;R$ 26
ZZ.SV.000 - ESPUMA DE PESSEGO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 47;1;0;10%;R$ 26
ZZ.SV.091 - TQ DE SEDA B2 0.80;800ML;1;1;1;R$ 47;0;0;10%;R$ 24
ZZ.SW.000 - ROSA ANTIGO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 47;0;0;10%;R$ 30
ZZ.SW.000 - VINHO QUENTE - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 46;99;0;10%;R$ 24
ZZ.SV.000 - HORTENCIA SUAVE - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 46;95;0;10%;R$ 26
ZZ.SW.000 - CANARINHO - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 46;94;0;10%;R$ 27
ZZ.SH.000 - SONS DA NATUREZA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 46;90;0;10%;R$ 23
ZZ.SV.000 - ZIMBRO - B2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 46;89;0;10%;R$ 27
ZZ.SW.000 - HIPERAZUL - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 46;89;0;10%;R$ 27
ZZ.SW.000 - LOUCA PORTUGUESA - Z - SHERWIN - M-LTX ESM ECO ALTO B;QUART;1687;1;1;R$ 46;89;0;10%;R$ 24
ZZ.SV.000 - BAILARINA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 46;87;0;10%;R$ 25
ZZ.SW.000 - LARANJA SINGULAR - VY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 46;64;0;10%;R$ 26
ZZ.SW.000 - MATA VERDE - W - SHERWIN - M-LTX ACR FS;QUART;1687;1;1;R$ 46;60;0;10%;R$ 60
ZZ.SV.000 - ROSA-VERMELHA - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 46;51;0;10%;R$ 25
